"Actual_Category","Business_Impact","Category","Confidence","Correct","Customer_Satisfaction_Score","Entity_Extraction","Escalation_Required","Expected_Automation_Rate","Expected_Resolution_Path","Expected_Response_Time_ms","Platform","Predicted_Category","Query_ID","Query_Text","Sarcasm_Detected","Sentiment","Sentiment_Intensity","source_file","Sub_Category"
,,"Refund Requests","0.75",,"3.9",,,"70%","Path C - Escalation","450","WhatsApp",,"RF-012","Refund request for ORD-12345 - delivery took too long",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.81",,"3.9",,,"75%","Path B - RAG Response","420","Email",,"RF-013","Can I get partial refund?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.78",,"3.9",,,"70%","Path C - Escalation","450","Chat",,"RF-014","Refund all charges - very unhappy!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.76",,"3.8",,,"65%","Path C - Escalation","450","Instagram",,"RF-015","I need a refund AND apology for late delivery!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.79",,"3.9",,,"70%","Path C - Escalation","450","WhatsApp",,"RF-016","Still waiting 2 weeks for refund on returned item",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.74",,"3.7",,,"60%","Path C - Escalation","450","Email",,"RF-017","Demand refund - service was poor!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Refund Requests","0.85",,"4.0",,,"80%","Path B - RAG Response","420","Chat",,"RF-018","Can I get store credit instead of refund?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.89",,"3.6",,,"60%","Path B - RAG Response","420","Email",,"PC-001","This product quality is terrible!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.87",,"3.6",,,"60%","Path B - RAG Response","420","WhatsApp",,"PC-002","The product doesn't work as advertised",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.85",,"3.5",,,"55%","Path B - RAG Response","420","Chat",,"PC-003","Product performance is below expectations",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.88",,"3.6",,,"60%","Path B - RAG Response","420","Instagram",,"PC-004","This item is not what was described",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.86",,"3.6",,,"60%","Path B - RAG Response","420","Email",,"PC-005","Terrible product - completely disappointed",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.92",,"4.2",,,"90%","Path A - API Resolution","290","WhatsApp",,"PC-006","The fitness tracker arrived BROKEN!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.90",,"4.1",,,"85%","Path A - API Resolution","290","Email",,"PC-007","Product came with missing parts",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.91",,"3.9",,,"80%","Path B - RAG Response","420","Chat",,"PC-008","This app keeps crashing - completely unusable!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.89",,"4.1",,,"85%","Path A - API Resolution","290","Instagram",,"PC-009","Equipment arrived damaged in shipping",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.88",,"4.1",,,"85%","Path A - API Resolution","290","WhatsApp",,"PC-010","Product stopped working after 2 days",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.84",,"3.4",,,"50%","Path C - Escalation","450","Email",,"PC-011","I'm very frustrated with this product quality!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.82",,"3.3",,,"45%","Path B - RAG Response","420","Chat",,"PC-012","This supplement tastes awful!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.83",,"3.4",,,"50%","Path C - Escalation","450","WhatsApp",,"PC-013","Software has SO many bugs!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.81",,"3.2",,,"40%","Path C - Escalation","450","Instagram",,"PC-014","Worst purchase I've ever made",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Product Complaints","0.79",,"3.2",,,"40%","Path C - Escalation","450","Email",,"PC-015","Can't believe I paid for this defective item!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Payment Issues","0.94",,"4.2",,,"80%","Path A - API Resolution","180","Email",,"PI-001","My card was declined. Can you help?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Payment Issues","0.96",,"4.4",,,"95%","Path A - API Resolution","180","WhatsApp",,"PI-002","I've been charged twice for the same order!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Payment Issues","0.95",,"4.4",,,"95%","Path A - API Resolution","180","Chat",,"PI-003","Why was I charged 3 times?!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Payment Issues","0.92",,"4.2",,,"80%","Path A - API Resolution","180","WhatsApp",,"PI-004","My payment keeps failing",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Payment Issues","0.97",,"4.5",,,"98%","Path A - API Resolution","180","Email",,"PI-005","I see duplicate charges on my credit card",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Subscription Issues","0.96",,"4.4",,,"90%","Path B - RAG Response","150","Email",,"SI-001","How do I cancel my subscription?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Subscription Issues","0.94",,"4.4",,,"90%","Path B - RAG Response","150","Chat",,"SI-002","I want to upgrade to Premium plan",,"Positive",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Subscription Issues","0.93",,"4.4",,,"90%","Path A - API Resolution","150","WhatsApp",,"SI-003","Can I pause my membership temporarily?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"General Questions","0.95",,"4.6",,,"98%","Path B - RAG Response","120","Email",,"GQ-001","What's your return policy?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"General Questions","0.98",,"4.6",,,"98%","Path B - RAG Response","120","Chat",,"GQ-002","How can I contact customer support?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES.csv",
,,"Order Tracking","0.98",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-001","Can you track my order #ORD-98765?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.96",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-002","Where's my package? Order ORD-45321",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.94",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-003","How do I check my order status? ORD-11122",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.95",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-004","What's the status of order #ORD-56789?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.93",,"4.5",,,"95%","Path A - API Resolution","210","Instagram",,"OT-005","Can you provide tracking for ORD-77889?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.91",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-006","I need to know my order status ASAP! ORD-33445",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.89",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-007","Where is my order ORD-99887? I've been waiting!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.92",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-008","When will my fitness equipment arrive? ORD-22334",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.94",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-009","Check delivery for ORD-55443 please",,"Positive",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.93",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-010","I'm checking order ORD-66554. Any updates?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.9",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-011","Track order #ORD-12345 and let me know when it arrives",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.87",,"4.5",,,"95%","Path B - RAG Response","320","WhatsApp",,"OT-012","Does my order ORD-88776 have GPS tracking?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.85",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-013","I placed 3 orders. Status on ORD-11223, ORD-33445, ORD-55667?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.88",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-014","Order ORD-44332: Where exactly is it?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.86",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-015","My order ORD-77889 was supposed to arrive yesterday!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.92",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-016","Is my order ORD-99111 still on schedule?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.83",,"4.4",,,"90%","Path B - RAG Response","320","Chat",,"OT-017","Can you rush my order ORD-22445 delivery?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.94",,"4.5",,,"95%","Path A - API Resolution","210","Instagram",,"OT-018","Order tracking link for ORD-33556?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.96",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-019","How do I track my order ORD-44667?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.84",,"4.4",,,"90%","Path B - RAG Response","320","Chat",,"OT-020","Order ORD-55778: Real-time GPS tracking available?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.89",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-021","Track ORD-66889. Also when can I expect it?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.81",,"4.3",,,"85%","Path B - RAG Response","320","Email",,"OT-022","I have order ORD-77990. I need updates every hour",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.87",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-023","Order status for ORD-88001 and ORD-99112?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.91",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-024","When will ORD-11334 arrive at my location?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.94",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-025","Tracking for ORD-22445: Is it on the way?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.95",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-026","Order ORD-33556 status update please",,"Positive",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.92",,"4.5",,,"95%","Path A - API Resolution","210","Instagram",,"OT-027","Can't find my order ORD-44667 tracking number",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.88",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-028","Help me track order ORD-55778 ASAP!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.85",,"4.4",,,"90%","Path B - RAG Response","320","Email",,"OT-029","Is my order ORD-66889 at my local hub?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.9",,"4.5",,,"95%","Path A - API Resolution","210","Chat",,"OT-030","Order ORD-77990: What's the delivery time window?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.86",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-031","Track my 2 orders: ORD-88001 and ORD-99112",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.93",,"4.5",,,"95%","Path A - API Resolution","210","Email",,"OT-032","When is ORD-11334 expected to be delivered?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.84",,"4.4",,,"90%","Path A - API Resolution","210","Chat",,"OT-033","Order status: ORD-22445, ORD-33556, ORD-44667?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.87",,"4.5",,,"95%","Path A - API Resolution","210","Instagram",,"OT-034","I'm waiting for ORD-55778. Where is it now?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Order Tracking","0.91",,"4.5",,,"95%","Path A - API Resolution","210","WhatsApp",,"OT-035","Last update on order ORD-66889?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.92",,"3.8",,,"70%","Path A - API Resolution","340","Email",,"DD-001","My order was supposed to arrive yesterday",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.9",,"3.8",,,"70%","Path A - API Resolution","340","WhatsApp",,"DD-002","Expected delivery today but no sign of package",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.88",,"3.8",,,"70%","Path A - API Resolution","340","Chat",,"DD-003","When will my delayed order arrive?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.85",,"3.7",,,"70%","Path B - RAG Response","420","Email",,"DD-004","Package says 2 days late now",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.87",,"3.8",,,"70%","Path A - API Resolution","340","Instagram",,"DD-005","My delivery is running behind schedule",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.88",,"3.5",,,"60%","Path C - Escalation","600","WhatsApp",,"DD-006","It's been a week and my order hasn't arrived!!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.86",,"3.5",,,"60%","Path C - Escalation","600","Email",,"DD-007","This is taking forever! Where's my delivery?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.84",,"3.5",,,"60%","Path C - Escalation","600","Chat",,"DD-008","Expected delivery 5 days ago - still nothing!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.82",,"3.5",,,"60%","Path C - Escalation","600","WhatsApp",,"DD-009","I'm very disappointed. Order still hasn't arrived",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.8",,"3.4",,,"50%","Path C - Escalation","600","Email",,"DD-010","This delivery delay is unacceptable!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.78",,"2.8",,,"30%","Path C - Escalation","600","WhatsApp",,"DD-011","My order is 2 weeks late! This is ridiculous!",,"Critical",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.75",,"2.5",,,"25%","Path C - Escalation","600","Email",,"DD-012","2 weeks waiting! I want a refund or replacement NOW!",,"Critical",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.76",,"2.8",,,"30%","Path C - Escalation","600","Chat",,"DD-013","Ordered 3 weeks ago - STILL no delivery!",,"Critical",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.77",,"3.2",,,"40%","Path C - Escalation","600","Instagram",,"DD-014","This is the worst service ever. Package is 10 days late!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.81",,"3.4",,,"50%","Path C - Escalation","600","WhatsApp",,"DD-015","Delivery is so delayed I'm considering canceling!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.89",,"3.8",,,"70%","Path A - API Resolution","340","Email",,"DD-016","Why is my delivery taking this long?",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.86",,"3.8",,,"70%","Path A - API Resolution","340","Chat",,"DD-017","Will my package ever arrive??",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.87",,"3.8",,,"70%","Path A - API Resolution","340","WhatsApp",,"DD-018","Expected 5 days ago still not here!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.77",,"2.8",,,"30%","Path C - Escalation","600","Email",,"DD-019","This is beyond unacceptable! 2 week delay!",,"Critical",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.85",,"3.7",,,"65%","Path B - RAG Response","420","Chat",,"DD-020","My delivery keeps getting delayed!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.84",,"3.7",,,"65%","Path B - RAG Response","420","Instagram",,"DD-021","How much longer do I have to wait??",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Delivery Delays","0.82",,"3.5",,,"60%","Path C - Escalation","600","WhatsApp",,"DD-022","Fed up with these delays! Where's my order?!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.94",,"4.1",,,"85%","Path A - API Resolution","290","Email",,"RF-001","I want a refund for my last purchase",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.92",,"4.1",,,"85%","Path A - API Resolution","290","WhatsApp",,"RF-002","Can I get my money back? I changed my mind",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.96",,"4.1",,,"85%","Path A - API Resolution","290","Chat",,"RF-003","Please process a refund for order #ORD-12345",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.95",,"4.1",,,"85%","Path A - API Resolution","290","Email",,"RF-004","I'd like to return this item",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.93",,"4.0",,,"85%","Path B - RAG Response","420","Instagram",,"RF-005","How do I get a refund?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.92",,"4.3",,,"95%","Path A - API Resolution","290","WhatsApp",,"RF-006","The product arrived damaged - I need a refund!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.9",,"4.3",,,"95%","Path A - API Resolution","290","Email",,"RF-007","Defective item - pushing for full refund",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.88",,"4.2",,,"90%","Path A - API Resolution","290","Chat",,"RF-008","Product doesn't match description - want refund",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.91",,"4.3",,,"95%","Path A - API Resolution","290","WhatsApp",,"RF-009","Got the wrong item - need refund ASAP!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.89",,"4.2",,,"90%","Path A - API Resolution","290","Email",,"RF-010","Item is broken - requesting full refund",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.72",,"3.8",,,"40%","Path B - RAG Response","420","Chat",,"RF-011","I want a refund but still want to keep the product",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.75",,"3.9",,,"70%","Path C - Escalation","450","WhatsApp",,"RF-012","Refund request for ORD-12345 - delivery took too long",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.81",,"3.9",,,"75%","Path B - RAG Response","420","Email",,"RF-013","Can I get partial refund?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.78",,"3.9",,,"70%","Path C - Escalation","450","Chat",,"RF-014","Refund all charges - very unhappy!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.76",,"3.8",,,"65%","Path C - Escalation","450","Instagram",,"RF-015","I need a refund AND apology for late delivery!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.79",,"3.9",,,"70%","Path C - Escalation","450","WhatsApp",,"RF-016","Still waiting 2 weeks for refund on returned item",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.74",,"3.7",,,"60%","Path C - Escalation","450","Email",,"RF-017","Demand refund - service was poor!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Refund Requests","0.85",,"4.0",,,"80%","Path B - RAG Response","420","Chat",,"RF-018","Can I get store credit instead of refund?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.89",,"3.6",,,"60%","Path B - RAG Response","420","Email",,"PC-001","This product quality is terrible!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.87",,"3.6",,,"60%","Path B - RAG Response","420","WhatsApp",,"PC-002","The product doesn't work as advertised",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.85",,"3.5",,,"55%","Path B - RAG Response","420","Chat",,"PC-003","Product performance is below expectations",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.88",,"3.6",,,"60%","Path B - RAG Response","420","Instagram",,"PC-004","This item is not what was described",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.86",,"3.6",,,"60%","Path B - RAG Response","420","Email",,"PC-005","Terrible product - completely disappointed",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.92",,"4.2",,,"90%","Path A - API Resolution","290","WhatsApp",,"PC-006","The fitness tracker arrived BROKEN!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.9",,"4.1",,,"85%","Path A - API Resolution","290","Email",,"PC-007","Product came with missing parts",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.91",,"3.9",,,"80%","Path B - RAG Response","420","Chat",,"PC-008","This app keeps crashing - completely unusable!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.89",,"4.1",,,"85%","Path A - API Resolution","290","Instagram",,"PC-009","Equipment arrived damaged in shipping",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.88",,"4.1",,,"85%","Path A - API Resolution","290","WhatsApp",,"PC-010","Product stopped working after 2 days",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.84",,"3.4",,,"50%","Path C - Escalation","450","Email",,"PC-011","I'm very frustrated with this product quality!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.82",,"3.3",,,"45%","Path B - RAG Response","420","Chat",,"PC-012","This supplement tastes awful!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.83",,"3.4",,,"50%","Path C - Escalation","450","WhatsApp",,"PC-013","Software has SO many bugs!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.81",,"3.2",,,"40%","Path C - Escalation","450","Instagram",,"PC-014","Worst purchase I've ever made",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Product Complaints","0.79",,"3.2",,,"40%","Path C - Escalation","450","Email",,"PC-015","Can't believe I paid for this defective item!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Payment Issues","0.94",,"4.2",,,"80%","Path A - API Resolution","180","Email",,"PI-001","My card was declined. Can you help?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Payment Issues","0.96",,"4.4",,,"95%","Path A - API Resolution","180","WhatsApp",,"PI-002","I've been charged twice for the same order!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Payment Issues","0.95",,"4.4",,,"95%","Path A - API Resolution","180","Chat",,"PI-003","Why was I charged 3 times?!",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Payment Issues","0.92",,"4.2",,,"80%","Path A - API Resolution","180","WhatsApp",,"PI-004","My payment keeps failing",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Payment Issues","0.97",,"4.5",,,"98%","Path A - API Resolution","180","Email",,"PI-005","I see duplicate charges on my credit card",,"Negative",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Subscription Issues","0.96",,"4.4",,,"90%","Path B - RAG Response","150","Email",,"SI-001","How do I cancel my subscription?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Subscription Issues","0.94",,"4.4",,,"90%","Path B - RAG Response","150","Chat",,"SI-002","I want to upgrade to Premium plan",,"Positive",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"Subscription Issues","0.93",,"4.4",,,"90%","Path A - API Resolution","150","WhatsApp",,"SI-003","Can I pause my membership temporarily?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
,,"General Questions","0.95",,"4.6",,,"98%","Path B - RAG Response","120","Email",,"GQ-001","What's your return policy?",,"Neutral",,"BEASTLIFE_CUSTOMER_QUERIES_EXPANDED.csv",
